speed,mileage,lastMaintenanceDaysAgo,previous_delay,congestion,occupancyPercentage,delay_minutes,maintenance_status
69,85645,78,3,8,48,34,Minor Issue
94,36505,179,58,3,21,35,Minor Issue
55,46713,172,20,2,25,10,Minor Issue
51,64387,96,23,8,50,40,Minor Issue
56,53169,50,43,5,73,41,Healthy
55,83282,117,30,9,59,47,Minor Issue
51,87511,17,43,1,36,16,Healthy
47,61742,163,47,3,24,37,Critical
42,50522,129,23,5,21,29,Healthy
55,91132,157,48,2,77,42,Minor Issue
69,13880,179,52,3,31,40,Healthy
62,53454,64,9,4,24,14,Healthy
44,65711,132,48,4,79,50,Minor Issue
104,53539,87,48,9,60,60,Healthy
69,78321,156,49,1,39,27,Minor Issue
60,97985,16,1,9,91,36,Minor Issue
109,24799,63,30,9,20,48,Healthy
61,70102,76,24,6,75,38,Minor Issue
111,60726,181,3,1,89,0,Critical
71,58784,85,50,6,75,45,Critical
72,53333,109,10,8,73,26,Healthy
55,50828,17,16,5,30,14,Healthy
115,79526,168,43,5,22,31,Critical
77,64362,141,1,1,47,0,Critical
53,63997,180,5,1,24,0,Minor Issue
75,60341,58,8,8,35,25,Healthy
62,29073,165,4,5,50,13,Minor Issue
105,24549,79,19,8,47,25,Healthy
41,93795,61,28,2,26,21,Healthy
112,66920,113,20,4,28,20,Minor Issue
104,95326,121,8,9,58,29,Critical
114,85515,34,27,3,62,27,Healthy
106,30316,70,54,6,46,48,Healthy
91,36183,17,7,7,95,33,Healthy
101,34624,20,30,3,52,23,Healthy
62,72515,59,19,1,75,19,Healthy
65,95781,69,26,2,21,11,Minor Issue
107,56705,161,7,7,33,25,Minor Issue
94,99326,102,53,7,32,50,Critical
45,36756,120,20,1,43,20,Healthy
74,70390,145,27,7,88,40,Critical
61,78369,57,22,6,53,42,Minor Issue
82,80821,83,5,6,38,22,Minor Issue
54,19589,129,2,7,49,20,Healthy
99,24116,13,4,7,68,29,Healthy
51,83181,155,8,1,62,4,Minor Issue
88,54786,198,6,5,35,10,Minor Issue
81,86425,187,59,8,71,68,Critical
77,40286,6,3,8,68,30,Healthy
84,25994,97,38,3,30,28,Minor Issue
74,36639,94,4,3,97,12,Healthy
69,27205,110,10,7,66,34,Healthy
69,66677,151,14,4,98,23,Critical
117,42930,138,33,6,54,35,Minor Issue
45,83313,51,12,9,90,37,Healthy
106,28316,147,53,2,48,32,Healthy
119,37304,51,47,2,73,31,Healthy
46,97876,87,6,6,42,26,Critical
91,95366,68,39,3,43,30,Healthy
53,23403,84,5,1,29,2,Healthy
112,90052,42,55,2,80,38,Healthy
54,94627,57,38,7,27,49,Minor Issue
60,83495,196,49,4,67,36,Critical
74,41932,166,29,2,95,25,Minor Issue
105,46701,62,21,8,48,35,Healthy
41,13385,7,24,4,45,24,Healthy
74,67241,112,27,4,56,33,Critical
117,20367,199,53,2,71,37,Healthy
59,75030,178,19,1,57,19,Minor Issue
49,56505,180,38,1,25,34,Critical
64,43332,26,2,3,27,9,Healthy
105,95178,154,4,6,36,15,Critical
64,86325,19,0,7,95,32,Healthy
93,45268,9,14,9,81,35,Healthy
72,96486,61,25,5,97,37,Minor Issue
75,35563,20,2,9,53,35,Healthy
53,46404,106,39,8,38,54,Healthy
104,65182,50,56,1,89,42,Critical
119,42991,81,40,3,56,26,Healthy
93,57663,150,46,8,57,55,Healthy
91,75886,141,41,9,34,50,Minor Issue
42,93848,140,33,4,59,36,Critical
80,34127,10,51,6,28,47,Healthy
45,67692,65,4,4,72,21,Minor Issue
64,47500,158,30,9,89,51,Critical
52,43785,8,50,2,85,33,Healthy
47,94146,149,12,6,99,34,Critical
60,99126,22,42,3,71,38,Minor Issue
107,57997,18,0,4,20,5,Healthy
64,17170,194,21,2,49,20,Minor Issue
118,23303,176,14,8,20,25,Critical
107,81743,172,25,8,58,36,Critical
84,87852,9,17,1,35,15,Healthy
99,45187,195,47,6,36,54,Minor Issue
51,75034,54,8,1,41,11,Healthy
71,81776,26,0,6,50,16,Healthy
52,11893,94,42,7,59,51,Healthy
70,23753,100,8,2,46,10,Healthy
117,48090,26,22,9,55,41,Healthy
59,74922,34,42,8,23,50,Minor Issue
57,86768,8,44,9,88,64,Minor Issue
99,69412,138,57,4,44,51,Minor Issue
102,66030,48,1,4,97,4,Healthy
45,27509,183,13,8,49,33,Minor Issue
71,78653,107,37,1,66,29,Minor Issue
82,46929,54,39,8,31,46,Healthy
41,58291,168,17,7,46,38,Critical
99,14042,119,15,7,64,29,Healthy
62,72574,143,52,9,82,72,Minor Issue
70,47201,81,28,7,74,47,Healthy
44,24016,146,43,2,49,34,Healthy
73,35022,96,10,1,33,13,Healthy
49,37938,102,5,1,75,10,Healthy
41,53678,151,2,7,38,25,Healthy
50,71720,62,13,5,45,32,Healthy
89,66805,46,59,4,90,42,Healthy
70,84323,87,1,5,57,17,Minor Issue
95,11986,99,31,6,88,40,Healthy
118,86478,39,30,6,55,31,Healthy
112,92994,143,10,1,37,0,Critical
48,22161,53,21,2,76,22,Healthy
60,30689,192,2,3,97,7,Minor Issue
112,70924,191,49,4,42,44,Minor Issue
67,84308,80,30,6,33,43,Healthy
101,73745,16,32,9,88,49,Healthy
46,11211,104,23,2,41,18,Healthy
119,10229,70,0,8,47,13,Healthy
55,58542,194,43,9,62,54,Minor Issue
43,24345,141,14,2,95,28,Healthy
43,41819,108,36,9,37,52,Minor Issue
79,57779,47,26,7,96,39,Healthy
56,92421,9,37,9,55,53,Healthy
91,75584,191,47,6,26,40,Minor Issue
91,29950,34,26,2,42,9,Healthy
75,25173,157,43,8,53,50,Healthy
77,68032,165,11,9,40,29,Minor Issue
89,38036,171,2,8,89,31,Minor Issue
102,81356,86,29,2,99,28,Minor Issue
102,24292,115,31,8,66,39,Minor Issue
101,13052,64,22,3,72,21,Healthy
46,54377,152,1,3,60,12,Minor Issue
66,99317,199,6,9,94,34,Critical
53,77838,34,33,9,51,39,Minor Issue
110,77819,176,31,9,33,37,Critical
44,25620,12,52,4,36,40,Healthy
94,40461,151,38,7,44,43,Healthy
41,30750,97,31,8,83,52,Healthy
101,98719,121,42,5,92,48,Critical
60,19472,141,42,1,67,24,Minor Issue
118,79263,87,13,9,54,28,Minor Issue
60,67602,102,2,6,56,18,Minor Issue
49,35523,96,45,3,74,39,Minor Issue
97,40766,173,31,3,36,24,Minor Issue
78,76060,114,42,1,47,27,Minor Issue
44,19079,193,35,8,20,37,Healthy
104,18399,47,16,2,72,19,Healthy
52,70726,58,47,1,92,38,Healthy
92,26532,133,2,7,74,28,Healthy
84,92357,121,56,9,80,52,Healthy
71,53162,118,9,6,32,26,Healthy
75,13749,5,52,8,66,53,Healthy
99,21353,188,46,8,83,51,Minor Issue
50,38477,96,39,9,51,62,Healthy
102,34570,21,17,7,47,32,Healthy
60,96373,152,2,9,72,30,Minor Issue
91,21437,128,38,9,50,54,Healthy
94,48104,124,9,1,27,4,Healthy
65,73370,146,51,6,91,52,Critical
107,14551,21,8,8,93,33,Healthy
73,78359,54,45,9,44,53,Healthy
91,64880,138,54,4,52,44,Minor Issue
91,22916,152,45,2,87,35,Healthy
68,90703,104,10,9,26,35,Minor Issue
77,51445,111,59,9,85,77,Minor Issue
81,57636,116,32,8,65,50,Minor Issue
60,83927,188,35,3,24,32,Critical
81,88194,57,25,5,36,25,Minor Issue
52,39685,128,26,2,95,19,Healthy
103,61134,151,37,3,71,28,Critical
56,98916,150,21,1,31,11,Critical
48,77847,196,25,4,81,35,Critical
80,49993,162,21,5,54,26,Minor Issue
40,54333,120,4,2,81,20,Minor Issue
41,68865,70,34,3,40,22,Healthy
99,89096,156,1,6,85,18,Critical
87,59756,95,34,6,72,41,Healthy
68,71192,99,8,7,40,21,Minor Issue
49,70686,167,50,9,34,64,Critical
97,58733,42,50,4,94,48,Healthy
99,35993,151,48,5,93,43,Minor Issue
60,40492,70,17,2,42,28,Healthy
67,30981,2,42,6,50,38,Healthy
114,34143,152,11,4,73,9,Healthy
73,87603,145,2,5,74,16,Critical
47,99452,109,17,7,45,35,Critical
98,70277,65,55,6,72,43,Minor Issue
111,59990,70,37,8,85,50,Healthy
88,72888,69,6,6,58,33,Healthy
118,79351,121,32,8,26,31,Minor Issue
56,59999,109,5,4,58,18,Minor Issue
99,80309,60,17,7,51,34,Healthy
84,22446,178,44,3,45,36,Critical
108,40733,93,21,1,97,25,Healthy
71,86000,12,50,9,48,56,Healthy
83,58632,103,38,9,44,60,Minor Issue
104,31576,175,50,6,75,47,Minor Issue
47,13320,195,8,2,50,9,Healthy
116,20750,112,34,8,85,54,Healthy
111,63463,65,22,6,21,23,Healthy
82,36572,155,11,7,66,34,Healthy
40,27948,48,51,1,94,37,Healthy
90,48826,88,23,3,48,13,Healthy
63,99051,62,49,1,68,27,Healthy
63,37867,44,39,1,92,33,Healthy
56,70231,147,8,1,51,2,Minor Issue
44,76262,187,12,4,49,20,Critical
59,82233,136,39,7,34,42,Critical
60,54678,55,53,7,81,54,Healthy
97,22963,108,41,5,97,38,Healthy
70,74360,47,16,6,36,28,Minor Issue
50,59434,2,6,2,41,0,Healthy
91,76617,113,16,5,49,27,Minor Issue
54,30269,167,54,7,35,48,Minor Issue
46,86312,173,49,9,71,57,Critical
67,89732,160,23,6,27,23,Critical
90,91494,193,1,4,83,15,Critical
97,98905,166,34,3,58,34,Critical
44,87225,11,27,9,50,47,Minor Issue
44,92867,138,18,7,31,36,Critical
47,47528,112,32,6,52,43,Healthy
103,88972,187,20,7,77,37,Critical
49,75602,90,52,8,31,52,Minor Issue
77,43332,55,9,5,44,27,Healthy
47,88929,148,52,3,57,41,Minor Issue
64,79206,17,45,3,67,39,Healthy
112,12251,68,44,2,74,28,Healthy
105,55717,133,8,8,22,22,Minor Issue
118,37027,188,37,1,88,27,Healthy
89,96551,151,5,8,54,30,Critical
106,19583,174,50,3,70,25,Healthy
88,60387,52,52,9,46,60,Healthy
75,33104,138,41,2,56,40,Healthy
107,22224,174,54,9,35,57,Minor Issue
117,70624,156,34,6,44,31,Critical
80,66058,97,17,1,52,8,Minor Issue
101,39299,171,52,5,81,43,Healthy
49,88572,154,18,9,36,35,Critical
60,95469,183,4,6,62,22,Critical
75,87928,48,24,7,49,35,Minor Issue
51,83474,29,10,4,60,23,Healthy
41,14141,27,9,1,23,4,Healthy
52,33350,146,16,5,85,40,Minor Issue
92,85082,104,35,2,79,22,Minor Issue
71,80871,60,25,8,28,39,Healthy
55,15077,106,30,4,50,27,Healthy
71,56015,69,31,1,88,21,Minor Issue
71,81147,114,20,7,43,32,Minor Issue
50,69180,21,17,2,43,17,Healthy
49,50857,152,59,3,64,51,Minor Issue
54,69840,102,17,9,56,39,Minor Issue
56,69902,131,0,9,77,26,Critical
79,15577,95,13,2,42,17,Healthy
57,30002,190,7,3,54,9,Healthy
94,60711,105,1,9,82,29,Minor Issue
112,49451,125,50,1,25,25,Minor Issue
64,59103,2,14,2,25,10,Healthy
98,38647,66,59,2,49,30,Healthy
117,44831,113,33,3,20,24,Healthy
61,76830,170,35,3,82,19,Critical
69,90632,162,0,2,27,7,Minor Issue
83,46833,42,50,8,47,60,Healthy
71,34398,20,20,8,52,42,Healthy
90,71554,97,41,8,72,49,Healthy
85,60755,68,0,2,57,4,Healthy
60,27706,173,31,9,71,47,Healthy
71,32340,75,19,7,97,38,Healthy
78,74994,125,53,5,30,47,Critical
51,73884,170,46,7,21,43,Critical
86,94361,47,35,8,72,46,Minor Issue
57,27482,5,38,9,87,54,Healthy
60,64225,49,29,2,96,33,Healthy
52,68849,124,6,6,26,17,Minor Issue
60,84854,37,21,9,86,49,Healthy
47,51256,162,56,6,28,52,Minor Issue
85,91110,198,49,2,97,36,Critical
46,24650,146,44,1,82,36,Healthy
62,56118,19,9,3,30,10,Healthy
114,38930,40,55,5,56,45,Healthy
61,95707,17,7,7,33,31,Minor Issue
61,21801,188,26,3,38,19,Minor Issue
68,61360,99,9,9,27,34,Minor Issue
52,97908,93,13,4,26,23,Critical
41,26559,42,45,2,78,40,Healthy
68,42334,123,58,3,82,53,Minor Issue
118,23288,107,51,5,26,38,Healthy
91,32398,72,53,3,74,43,Healthy
66,86230,65,10,5,22,24,Healthy
89,22191,109,5,4,86,8,Healthy
118,28051,53,20,3,37,12,Healthy
62,71715,135,32,6,64,42,Healthy
83,20737,133,18,8,55,40,Healthy
116,75140,24,38,4,35,29,Healthy
61,35251,28,23,9,98,55,Healthy
82,60975,62,17,6,48,25,Healthy
76,15147,17,34,5,78,31,Healthy
100,60508,20,51,3,37,38,Healthy
95,62224,3,42,5,68,39,Healthy
42,29643,165,36,5,65,37,Minor Issue
102,48967,143,18,4,48,27,Healthy
58,50733,51,52,6,89,59,Healthy
62,94003,176,23,3,69,28,Critical
68,44808,136,55,1,74,45,Healthy
69,77288,141,33,7,46,40,Critical
78,68959,176,21,7,26,38,Critical
64,11849,3,3,4,60,17,Healthy
47,78178,193,56,9,30,60,Critical
97,77136,73,9,2,24,5,Minor Issue
55,70740,159,1,1,85,8,Critical
111,96322,105,7,3,75,16,Critical
40,54565,118,32,7,31,36,Minor Issue
44,30183,154,58,9,61,59,Minor Issue
42,11132,184,37,2,94,30,Healthy
104,48259,34,42,6,29,38,Healthy
43,73668,137,58,3,47,49,Critical
103,48563,62,27,5,26,23,Minor Issue
49,20931,120,9,9,33,37,Healthy
60,83169,115,44,3,96,48,Minor Issue
85,60639,13,0,1,88,0,Healthy
66,68901,69,33,5,80,38,Healthy
105,11044,169,2,1,70,13,Healthy
80,56691,77,8,8,61,27,Healthy
52,34363,1,4,7,27,20,Healthy
48,56694,89,41,2,69,36,Minor Issue
75,11582,47,9,9,20,28,Healthy
97,89910,4,11,5,88,28,Healthy
93,76844,191,17,7,30,40,Critical
51,31301,180,57,4,67,50,Healthy
117,84329,10,20,1,29,20,Healthy
53,11620,28,20,8,34,35,Healthy
73,72224,121,0,1,66,1,Minor Issue
92,66655,126,2,3,44,2,Minor Issue
59,47534,134,4,6,25,17,Healthy
114,49390,155,24,8,30,32,Minor Issue
55,81629,140,57,8,36,62,Minor Issue
109,65856,62,48,2,34,22,Healthy
95,59252,180,7,9,35,27,Minor Issue
97,65809,176,16,4,75,18,Critical
43,32259,67,8,4,85,27,Healthy
43,30655,174,31,2,55,27,Healthy
59,43005,74,5,1,57,6,Healthy
49,41629,95,48,7,94,58,Healthy
63,33610,143,39,3,22,21,Minor Issue
65,67184,199,20,4,37,31,Critical
76,31602,36,6,9,98,32,Healthy
93,95945,142,6,6,73,27,Minor Issue
60,21110,112,46,1,98,33,Healthy
113,16073,131,38,9,36,43,Healthy
77,90818,113,53,9,32,64,Critical
85,20195,110,26,5,82,26,Healthy
43,11537,114,7,8,33,25,Healthy
99,27138,67,8,7,78,27,Healthy
96,54328,126,27,8,55,41,Minor Issue
84,56202,86,14,9,37,39,Healthy
59,50164,19,1,2,24,7,Healthy
56,99743,182,6,5,33,18,Critical
110,64659,69,46,8,44,49,Healthy
43,96155,10,17,3,63,21,Healthy
53,59692,161,21,6,58,41,Minor Issue
42,34845,141,49,6,31,44,Healthy
119,99846,128,9,7,80,26,Critical
97,40562,99,53,3,81,44,Healthy
94,38036,179,49,8,72,60,Minor Issue
43,70752,32,32,8,72,46,Minor Issue
63,84233,112,6,9,47,28,Minor Issue
73,93049,24,2,8,54,21,Minor Issue
69,78681,35,13,3,84,18,Healthy
58,37818,83,43,6,22,44,Healthy
70,40544,70,45,9,62,55,Healthy
99,72532,168,35,1,69,24,Minor Issue
99,88636,182,12,3,90,16,Critical
58,67705,109,15,2,28,16,Minor Issue
88,30104,172,15,8,55,34,Minor Issue
102,79603,190,53,6,42,38,Critical
61,69025,99,4,8,93,27,Minor Issue
63,42317,196,51,2,69,43,Minor Issue
115,41416,33,24,6,74,26,Healthy
69,52012,56,37,7,31,47,Healthy
97,78045,164,37,8,51,46,Critical
70,31400,182,49,9,43,53,Healthy
103,58270,147,37,5,86,41,Minor Issue
58,82069,171,38,3,46,29,Critical
87,59833,12,55,2,80,40,Healthy
84,73644,11,55,8,38,55,Healthy
94,90206,70,47,1,92,17,Minor Issue
94,79468,140,40,6,70,45,Critical
57,69473,41,25,2,83,28,Healthy
102,55809,153,58,3,96,42,Minor Issue
86,48328,106,12,8,21,31,Healthy
114,46784,3,43,1,55,19,Healthy
96,33723,3,50,6,30,40,Healthy
84,70646,84,25,3,87,26,Minor Issue
72,76255,156,54,6,87,51,Critical
56,10074,151,54,3,83,44,Minor Issue
109,36498,176,0,8,20,14,Minor Issue
43,75522,195,7,5,45,15,Critical
59,30541,170,3,4,30,13,Healthy
86,55929,107,20,9,21,38,Minor Issue
54,36028,168,21,5,59,30,Minor Issue
109,39545,134,50,4,23,33,Minor Issue
86,89569,20,52,8,99,56,Minor Issue
117,41673,139,57,8,56,50,Healthy
114,40974,96,36,8,80,40,Healthy
48,68899,124,48,4,24,37,Healthy
55,33097,155,2,1,34,7,Healthy
108,74824,21,18,2,86,16,Healthy
100,33525,114,0,4,45,10,Healthy
49,67804,13,28,2,25,15,Minor Issue
89,25043,86,22,3,63,22,Healthy
42,51846,35,32,9,77,55,Healthy
116,87261,47,54,9,65,66,Minor Issue
109,60227,156,51,9,61,57,Healthy
90,63028,149,40,7,67,44,Minor Issue
58,47383,146,22,4,46,22,Healthy
81,39483,159,4,1,39,1,Healthy
74,17265,188,6,3,89,14,Healthy
85,32763,125,56,8,54,64,Healthy
65,85652,110,57,4,95,55,Minor Issue
108,25733,37,5,2,67,0,Healthy
103,47420,21,48,8,86,54,Healthy
76,19247,14,21,7,87,50,Healthy
88,33840,91,48,9,71,51,Healthy
60,75149,60,12,2,87,15,Healthy
113,31058,124,11,5,23,18,Minor Issue
103,44929,23,3,6,58,17,Healthy
44,94171,111,7,2,40,9,Critical
109,41362,124,36,2,85,23,Minor Issue
43,96489,157,30,4,35,25,Critical
78,94664,175,36,8,26,43,Critical
74,57356,30,44,5,28,44,Healthy
40,87597,115,25,9,36,39,Critical
63,16041,90,42,4,31,37,Healthy
96,88209,38,7,3,76,18,Minor Issue
109,71954,83,39,8,64,46,Healthy
80,71869,27,32,1,30,15,Healthy
93,31059,104,44,9,32,55,Healthy
85,54722,116,28,4,50,22,Healthy
99,27548,15,4,9,96,35,Healthy
99,25078,187,27,8,45,37,Minor Issue
96,15419,3,52,3,82,40,Healthy
70,45490,10,39,3,50,40,Healthy
63,86086,120,16,9,41,44,Critical
75,68760,145,54,3,25,45,Minor Issue
69,40337,128,22,4,39,20,Healthy
63,11468,11,44,9,29,49,Healthy
69,34309,176,8,4,54,19,Minor Issue
46,76344,133,1,3,45,12,Minor Issue
74,82255,69,31,7,90,34,Healthy
94,91899,64,50,6,56,48,Minor Issue
53,38718,14,51,1,27,41,Healthy
49,47841,50,48,8,24,63,Healthy
119,83548,154,30,1,63,12,Critical
55,93565,72,6,4,86,24,Healthy
93,56660,69,29,6,91,33,Healthy
116,60281,135,57,6,98,52,Healthy
109,10767,127,2,7,68,17,Healthy
83,13895,16,50,5,55,38,Healthy
112,68026,183,50,5,99,50,Minor Issue
84,52968,78,55,4,45,44,Minor Issue
95,50097,101,8,6,64,24,Healthy
96,25332,56,9,7,80,31,Healthy
60,24621,105,45,1,63,31,Healthy
107,86870,132,49,9,23,47,Critical
89,28174,48,57,8,95,63,Healthy
72,50502,17,46,7,77,51,Healthy
46,46674,111,25,9,45,45,Healthy
109,47260,164,0,3,98,4,Minor Issue
54,52498,70,29,4,48,23,Minor Issue
71,77609,80,56,7,28,50,Healthy
114,59464,93,37,6,97,44,Healthy
59,81805,38,14,2,55,14,Healthy
54,74919,101,24,2,23,27,Minor Issue
87,64469,62,5,7,78,26,Healthy
110,27194,121,17,9,56,37,Healthy
60,36811,48,0,9,32,28,Healthy
81,82377,10,55,7,39,47,Healthy
65,53723,36,2,8,36,26,Healthy
53,85235,157,16,3,70,16,Minor Issue
96,86298,4,47,1,74,29,Healthy
76,69238,44,7,7,52,17,Healthy
97,12147,56,59,8,40,57,Healthy
60,48445,42,48,2,41,34,Healthy
108,63803,114,39,9,44,49,Minor Issue
42,71108,141,16,4,86,20,Critical
76,12013,174,24,9,31,43,Healthy
88,95617,161,40,3,34,32,Critical
58,92410,21,11,8,21,26,Minor Issue
51,63502,79,28,2,23,25,Healthy
100,47755,185,24,3,64,22,Minor Issue
80,18733,69,50,1,32,28,Healthy
72,19479,70,35,5,74,41,Healthy
89,85361,67,52,4,51,49,Minor Issue
107,31304,48,53,1,41,27,Healthy
110,45694,161,24,9,74,39,Minor Issue
72,91171,36,28,6,36,44,Minor Issue
63,96296,161,10,6,89,28,Critical
100,19490,159,59,2,70,41,Healthy
100,31252,149,3,7,99,25,Minor Issue
67,16862,27,13,9,27,27,Healthy
97,79959,72,45,6,80,44,Healthy
82,20450,101,37,8,29,50,Healthy
80,66022,190,16,5,38,18,Critical
78,71991,96,1,2,33,9,Healthy
88,50927,128,7,4,86,21,Minor Issue
56,98090,26,35,1,74,21,Minor Issue
109,59853,66,9,1,80,0,Healthy
109,41826,140,6,6,75,15,Minor Issue
104,52879,22,35,2,82,23,Healthy
113,67265,17,15,6,30,16,Healthy
44,82361,7,13,1,66,19,Healthy
41,87990,107,15,3,25,11,Minor Issue
61,99787,68,24,9,53,40,Minor Issue
96,96184,128,40,2,84,37,Critical
105,50736,37,3,8,83,26,Healthy
113,34530,38,28,6,97,38,Healthy
55,88052,96,55,6,85,59,Minor Issue
90,57058,139,5,7,50,16,Minor Issue
78,84094,1,0,5,81,21,Healthy
115,84255,153,38,4,73,35,Critical
79,14886,42,0,6,27,19,Healthy
77,47387,180,50,8,61,53,Critical
99,31575,152,39,4,60,34,Minor Issue
98,49643,181,56,5,78,48,Critical
49,20100,184,2,7,59,27,Healthy
103,70356,63,0,6,41,10,Healthy
102,17856,81,0,4,43,7,Healthy
88,48169,8,38,4,57,38,Healthy
103,38804,187,20,4,21,8,Healthy
71,45790,173,44,1,60,26,Minor Issue
46,40988,27,29,5,38,37,Healthy
60,86448,52,31,8,21,37,Minor Issue
59,48506,146,32,7,81,47,Minor Issue
65,97904,91,47,5,35,45,Critical
107,77306,86,21,3,41,15,Minor Issue
54,22305,16,29,1,33,20,Healthy
118,19969,66,53,7,75,60,Healthy
53,22404,5,45,3,84,37,Healthy
66,18989,82,3,4,64,8,Healthy
79,75305,131,22,5,73,27,Minor Issue
97,45983,118,54,8,85,54,Healthy
67,49462,81,43,7,65,52,Healthy
65,29360,70,24,9,52,42,Healthy
102,95657,115,11,3,98,19,Critical
105,36287,7,16,1,69,10,Healthy
64,75472,50,52,1,41,28,Minor Issue
42,71313,142,14,1,59,8,Minor Issue
111,44160,166,9,2,58,0,Minor Issue
83,16789,111,34,2,60,30,Healthy
81,37181,47,54,7,94,60,Healthy
45,24385,112,51,9,87,64,Healthy
78,92597,161,51,8,26,56,Minor Issue
91,75641,43,28,4,90,25,Healthy
62,54247,91,11,2,23,5,Healthy
89,96673,29,0,3,95,6,Minor Issue
82,15544,128,0,5,78,18,Healthy
58,23275,185,9,9,45,32,Healthy
108,73248,133,17,8,50,25,Minor Issue
90,44550,96,46,3,92,38,Healthy
50,63693,188,1,9,88,38,Critical
51,29641,117,48,3,71,40,Healthy
113,81749,70,7,8,91,35,Minor Issue
47,90021,130,21,1,40,19,Critical
63,25605,70,21,4,35,29,Healthy
80,60713,110,25,4,70,31,Healthy
75,30390,171,25,6,35,33,Healthy
111,85403,132,8,2,37,0,Critical
94,68466,56,20,7,66,31,Minor Issue
48,13981,187,30,5,75,35,Healthy
86,19493,89,51,6,47,43,Healthy
54,81218,137,42,6,97,47,Minor Issue
87,81318,131,5,6,75,15,Critical
81,26984,176,55,8,56,62,Minor Issue
99,32760,171,13,4,35,10,Minor Issue
109,11524,100,32,8,84,48,Healthy
51,59402,129,6,9,79,44,Healthy
41,75614,57,23,4,80,27,Healthy
46,45891,181,8,1,30,3,Minor Issue
119,49832,144,10,3,94,16,Minor Issue
42,55836,51,55,1,85,38,Healthy
42,83953,112,22,7,51,34,Critical
66,23362,104,47,1,38,31,Healthy
79,76745,127,50,4,75,39,Critical
72,47921,55,1,1,24,9,Healthy
40,80434,1,14,2,22,16,Healthy
47,28562,90,34,1,47,27,Healthy
71,74510,156,35,5,91,40,Critical
87,86407,53,51,7,48,60,Minor Issue
43,17610,186,53,3,96,43,Minor Issue
109,25791,73,27,8,78,44,Healthy
58,68047,188,38,5,44,32,Critical
71,77906,187,43,5,41,51,Critical
48,29665,108,3,5,90,27,Healthy
51,80246,150,9,8,42,27,Minor Issue
50,75864,8,5,2,89,16,Healthy
85,56451,177,56,2,98,47,Minor Issue
55,96148,42,29,8,98,45,Healthy
40,55890,155,53,9,59,62,Healthy
102,16794,167,45,2,33,22,Healthy
60,42888,25,34,4,48,35,Healthy
69,16749,38,48,8,35,54,Healthy
52,56531,85,42,2,29,30,Healthy
73,30608,152,9,4,66,14,Minor Issue
43,90986,24,57,1,23,34,Healthy
67,79211,60,52,2,31,31,Minor Issue
98,93996,178,31,7,61,41,Critical
66,66017,111,41,1,23,18,Minor Issue
108,67676,66,41,1,25,15,Healthy
64,21560,142,2,2,33,9,Healthy
42,64401,53,55,4,54,46,Healthy
107,60468,160,25,7,66,44,Critical
64,42463,106,14,4,77,24,Minor Issue
59,41663,96,16,5,84,20,Minor Issue
73,78706,176,26,4,38,19,Minor Issue
65,68773,39,17,4,76,22,Minor Issue
44,43123,168,50,9,84,69,Healthy
100,19718,42,18,6,32,28,Healthy
48,72637,111,11,3,27,12,Critical
89,10028,104,23,6,37,35,Healthy
45,72370,77,4,7,54,29,Healthy
99,57599,8,23,7,45,31,Healthy
83,27397,26,26,8,57,46,Healthy
50,55406,140,47,4,85,41,Minor Issue
105,57657,43,29,1,45,17,Healthy
86,77560,179,14,6,76,31,Minor Issue
112,23503,110,46,8,44,51,Healthy
42,64943,100,58,5,49,52,Healthy
115,85839,63,37,3,26,28,Minor Issue
69,92674,49,43,4,46,46,Minor Issue
60,35345,115,33,8,30,44,Healthy
67,60390,155,26,6,27,32,Critical
101,69557,137,19,5,30,26,Critical
72,75054,167,40,9,49,51,Critical
74,11906,65,31,3,34,23,Healthy
91,50167,199,3,7,75,18,Critical
73,17961,71,4,9,54,23,Healthy
80,36140,7,52,4,58,37,Healthy
90,68701,80,57,3,43,44,Minor Issue
86,87567,67,7,1,27,0,Minor Issue
97,90664,138,21,9,62,43,Critical
114,91199,199,41,1,61,30,Critical
96,91218,181,6,2,60,7,Critical
62,90729,101,21,9,66,40,Minor Issue
87,38561,95,45,5,45,39,Healthy
61,60568,87,29,4,71,34,Minor Issue
56,83302,185,36,9,41,53,Critical
108,39504,91,15,9,24,32,Minor Issue
50,47146,103,14,2,34,16,Healthy
54,50297,126,4,3,55,17,Healthy
74,96394,155,2,3,82,10,Critical
72,78607,182,22,5,98,40,Critical
55,26939,113,9,3,68,18,Healthy
73,60715,4,4,6,74,12,Healthy
105,54460,88,22,2,91,17,Healthy
79,76576,151,14,6,79,28,Critical
67,78222,176,17,6,76,37,Critical
86,22666,170,24,2,48,14,Minor Issue
78,72119,3,7,6,38,21,Healthy
109,45321,91,30,6,92,30,Healthy
112,11779,3,20,6,29,20,Healthy
59,23186,156,1,5,29,19,Healthy
40,26459,191,21,7,76,34,Minor Issue
111,96246,81,7,5,73,22,Minor Issue
102,97755,159,22,1,75,19,Critical
106,15057,138,31,9,87,54,Healthy
43,70663,177,7,3,88,26,Critical
97,28733,94,3,2,74,10,Healthy
64,29157,126,29,6,88,42,Minor Issue
86,45030,113,18,8,91,42,Healthy
77,29613,149,22,2,20,14,Healthy
54,93028,100,17,4,31,20,Minor Issue
102,96282,53,52,2,54,37,Critical
60,15188,87,28,9,97,54,Healthy
96,39680,89,22,2,93,24,Healthy
